Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour
536637,22384,LUNCH BAG PINK POLKADOT,7,2010-04-11 07:04:00.000000,1.51,12540,United Kingdom,10.57,2010,4,2010-04,6,7
537761,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-04-11 11:29:00.000000,3.94,12538,United Kingdom,3.94,2010,4,2010-04,6,11
537761,22632,HAND WARMER RED POLKA DOT,15,2010-04-11 11:29:00.000000,1.99,12538,United Kingdom,29.85,2010,4,2010-04,6,11
537761,22382,LUNCH BAG SPACEBOY DESIGN,11,2010-04-11 11:29:00.000000,1.62,12538,United Kingdom,17.82,2010,4,2010-04,6,11
537761,22633,HAND WARMER UNION JACK,3,2010-04-11 11:29:00.000000,1.95,12538,United Kingdom,5.85,2010,4,2010-04,6,11
537703,23298,SPOTTY BUNTING,6,2010-04-12 09:23:00.000000,5.21,12588,United Kingdom,31.259999999999998,2010,4,2010-04,0,9
537703,22727,ALARM CLOCK BAKELIKE RED,9,2010-04-12 09:23:00.000000,3.99,12588,United Kingdom,35.910000000000004,2010,4,2010-04,0,9
538297,DOT,DOTCOM POSTAGE,3,2010-04-12 10:49:00.000000,15.1,12564,France,45.3,2010,4,2010-04,0,10
538297,22623,BOX OF VINTAGE JIGSAW BLOCKS,21,2010-04-12 10:49:00.000000,4.57,12564,France,95.97,2010,4,2010-04,0,10
538297,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-04-12 10:49:00.000000,3.7,12564,France,3.7,2010,4,2010-04,0,10
538297,22469,HEART OF WICKER SMALL,21,2010-04-12 10:49:00.000000,1.54,12564,France,32.34,2010,4,2010-04,0,10
536597,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,2010-04-12 12:28:00.000000,4.45,12382,United Kingdom,53.400000000000006,2010,4,2010-04,0,12
536597,22386,JUMBO BAG PINK POLKADOT,6,2010-04-12 12:28:00.000000,1.97,12382,United Kingdom,11.82,2010,4,2010-04,0,12
536597,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-04-12 12:28:00.000000,3.62,12382,United Kingdom,3.62,2010,4,2010-04,0,12
536597,71053,WHITE METAL LANTERN,6,2010-04-12 12:28:00.000000,3.57,12382,United Kingdom,21.419999999999998,2010,4,2010-04,0,12
536597,22198,SMALL HEART FLOWERS HOOK,1,2010-04-12 12:28:00.000000,0.89,12382,United Kingdom,0.89,2010,4,2010-04,0,12
536597,23300,GARDENERS KNEELING PAD CUP OF TEA,7,2010-04-12 12:28:00.000000,1.99,12382,United Kingdom,13.93,2010,4,2010-04,0,12
536597,21777,RECIPE BOX WITH METAL HEART,5,2010-04-12 12:28:00.000000,7.65,12382,United Kingdom,38.25,2010,4,2010-04,0,12
536667,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2010-04-12 12:28:00.000000,1.33,12785,United Kingdom,22.61,2010,4,2010-04,0,12
536667,21755,LOVE BUILDING BLOCK WORD,2,2010-04-12 12:28:00.000000,6.09,12785,United Kingdom,12.18,2010,4,2010-04,0,12
536667,22383,LUNCH BAG SUKI DESIGN,8,2010-04-12 12:28:00.000000,1.57,12785,United Kingdom,12.56,2010,4,2010-04,0,12
536597,22384,LUNCH BAG PINK POLKADOT,2,2010-04-12 12:28:00.000000,1.73,12382,United Kingdom,3.46,2010,4,2010-04,0,12
536597,22726,ALARM CLOCK BAKELIKE GREEN,2,2010-04-12 12:28:00.000000,3.96,12382,United Kingdom,7.92,2010,4,2010-04,0,12
536597,POST,POSTAGE,1,2010-04-12 12:28:00.000000,16.28,12382,United Kingdom,16.28,2010,4,2010-04,0,12
536597,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-04-12 12:28:00.000000,2.7,12382,United Kingdom,2.7,2010,4,2010-04,0,12
536597,22383,LUNCH BAG SUKI DESIGN,24,2010-04-12 12:28:00.000000,1.56,12382,United Kingdom,37.44,2010,4,2010-04,0,12
538128,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-04-12 15:12:00.000000,2.32,12589,United Kingdom,27.839999999999996,2010,4,2010-04,0,15
538128,47566,PARTY BUNTING,5,2010-04-12 15:12:00.000000,4.71,12589,United Kingdom,23.55,2010,4,2010-04,0,15
538128,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-04-12 15:12:00.000000,7.26,12589,United Kingdom,14.52,2010,4,2010-04,0,15
538128,71053,WHITE METAL LANTERN,2,2010-04-12 15:12:00.000000,3.59,12589,United Kingdom,7.18,2010,4,2010-04,0,15
537477,22423,REGENCY CAKESTAND 3 TIER,4,2010-04-13 09:35:00.000000,13.77,12821,United Kingdom,55.08,2010,4,2010-04,1,9
537477,22726,ALARM CLOCK BAKELIKE GREEN,24,2010-04-13 09:35:00.000000,3.94,12821,United Kingdom,94.56,2010,4,2010-04,1,9
538255,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,5,2010-04-14 08:20:00.000000,4.48,12610,United Kingdom,22.400000000000002,2010,4,2010-04,2,8
538199,48187,DOORMAT NEW ENGLAND,2,2010-04-14 10:10:00.000000,8.12,12641,United Kingdom,16.24,2010,4,2010-04,2,10
536904,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-04-14 11:07:00.000000,1.57,12821,Germany,4.71,2010,4,2010-04,2,11
536904,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-04-14 11:07:00.000000,0.6,12821,Germany,0.6,2010,4,2010-04,2,11
536904,21777,RECIPE BOX WITH METAL HEART,1,2010-04-14 11:07:00.000000,7.54,12821,Germany,7.54,2010,4,2010-04,2,11
536904,85099C,JUMBO BAG STRAWBERRY,2,2010-04-14 11:07:00.000000,1.92,12821,Germany,3.84,2010,4,2010-04,2,11
536904,22469,HEART OF WICKER SMALL,1,2010-04-14 11:07:00.000000,1.79,12821,Germany,1.79,2010,4,2010-04,2,11
536904,23300,GARDENERS KNEELING PAD CUP OF TEA,5,2010-04-14 11:07:00.000000,2.17,12821,Germany,10.85,2010,4,2010-04,2,11
536373,22423,REGENCY CAKESTAND 3 TIER,1,2010-04-15 04:59:00.000000,11.78,12436,United Kingdom,11.78,2010,4,2010-04,3,4
537013,22632,HAND WARMER RED POLKA DOT,17,2010-04-15 10:51:00.000000,1.98,12381,Germany,33.66,2010,4,2010-04,3,10
538344,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2010-04-15 10:52:00.000000,4.02,12787,United Kingdom,32.16,2010,4,2010-04,3,10
538344,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-04-15 10:52:00.000000,3.64,12787,United Kingdom,3.64,2010,4,2010-04,3,10
538344,22748,POPPY'S PLAYHOUSE KITCHEN,15,2010-04-15 10:52:00.000000,2.02,12787,United Kingdom,30.3,2010,4,2010-04,3,10
536742,21755,LOVE BUILDING BLOCK WORD,1,2010-04-15 11:09:00.000000,5.41,12754,United Kingdom,5.41,2010,4,2010-04,3,11
536742,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-04-15 11:09:00.000000,3.86,12754,United Kingdom,3.86,2010,4,2010-04,3,11
536742,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-04-15 11:09:00.000000,3.62,12754,United Kingdom,3.62,2010,4,2010-04,3,11
537584,POST,POSTAGE,4,2010-04-16 06:36:00.000000,17.67,12346,United Kingdom,70.68,2010,4,2010-04,4,6
537584,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2010-04-16 06:36:00.000000,3.31,12346,United Kingdom,33.1,2010,4,2010-04,4,6
537224,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2010-04-16 16:34:00.000000,4.24,12793,United Kingdom,16.96,2010,4,2010-04,4,16
538286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-04-17 10:26:00.000000,2.45,12668,United Kingdom,2.45,2010,4,2010-04,5,10
538286,22382,LUNCH BAG SPACEBOY DESIGN,19,2010-04-17 10:26:00.000000,1.52,12668,United Kingdom,28.88,2010,4,2010-04,5,10
538286,22633,HAND WARMER UNION JACK,23,2010-04-17 10:26:00.000000,1.92,12668,United Kingdom,44.16,2010,4,2010-04,5,10
537417,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-04-17 13:06:00.000000,2.56,12841,Portugal,2.56,2010,4,2010-04,5,13
536517,21754,HOME BUILDING BLOCK WORD,2,2010-04-18 08:41:00.000000,6.05,12380,United Kingdom,12.1,2010,4,2010-04,6,8
536517,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2010-04-18 08:41:00.000000,1.71,12380,United Kingdom,37.62,2010,4,2010-04,6,8
537355,22726,ALARM CLOCK BAKELIKE GREEN,3,2010-04-18 10:51:00.000000,4.11,12415,United Kingdom,12.330000000000002,2010,4,2010-04,6,10
537355,22632,HAND WARMER RED POLKA DOT,3,2010-04-18 10:51:00.000000,1.89,12415,United Kingdom,5.67,2010,4,2010-04,6,10
537355,21777,RECIPE BOX WITH METAL HEART,12,2010-04-18 10:51:00.000000,7.18,12415,United Kingdom,86.16,2010,4,2010-04,6,10
537355,23298,SPOTTY BUNTING,10,2010-04-18 10:51:00.000000,5.29,12415,United Kingdom,52.9,2010,4,2010-04,6,10
537355,22622,BOX OF VINTAGE ALPHABET BLOCKS,7,2010-04-18 10:51:00.000000,5.4,12415,United Kingdom,37.800000000000004,2010,4,2010-04,6,10
537355,22198,SMALL HEART FLOWERS HOOK,26,2010-04-18 10:51:00.000000,0.84,12415,United Kingdom,21.84,2010,4,2010-04,6,10
537355,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-04-18 10:51:00.000000,2.56,12415,United Kingdom,2.56,2010,4,2010-04,6,10
537355,23084,RABBIT NIGHT LIGHT,2,2010-04-18 10:51:00.000000,2.03,12415,United Kingdom,4.06,2010,4,2010-04,6,10
537355,47566,PARTY BUNTING,2,2010-04-18 10:51:00.000000,5.43,12415,United Kingdom,10.86,2010,4,2010-04,6,10
537355,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-04-18 10:51:00.000000,1.81,12415,United Kingdom,1.81,2010,4,2010-04,6,10
537355,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-04-18 10:51:00.000000,5.1,12415,United Kingdom,5.1,2010,4,2010-04,6,10
537355,22752,SET 7 BABUSHKA NESTING BOXES,7,2010-04-18 10:51:00.000000,7.71,12415,United Kingdom,53.97,2010,4,2010-04,6,10
537464,48187,DOORMAT NEW ENGLAND,16,2010-04-18 12:11:00.000000,8.65,12781,United Kingdom,138.4,2010,4,2010-04,6,12
537464,85099C,JUMBO BAG STRAWBERRY,11,2010-04-18 12:11:00.000000,2.03,12781,United Kingdom,22.33,2010,4,2010-04,6,12
537464,23167,SMALL CERAMIC TOP STORAGE JAR,3,2010-04-18 12:11:00.000000,0.81,12781,United Kingdom,2.43,2010,4,2010-04,6,12
537464,71053,WHITE METAL LANTERN,24,2010-04-18 12:11:00.000000,3.06,12781,United Kingdom,73.44,2010,4,2010-04,6,12
537464,47566,PARTY BUNTING,1,2010-04-18 12:11:00.000000,4.68,12781,United Kingdom,4.68,2010,4,2010-04,6,12
537464,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-04-18 12:11:00.000000,1.71,12781,United Kingdom,5.13,2010,4,2010-04,6,12
536884,22632,HAND WARMER RED POLKA DOT,1,2010-04-19 09:43:00.000000,2.02,12757,United Kingdom,2.02,2010,4,2010-04,0,9
536884,22423,REGENCY CAKESTAND 3 TIER,3,2010-04-19 09:43:00.000000,12.99,12757,United Kingdom,38.97,2010,4,2010-04,0,9
536884,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-04-19 09:43:00.000000,2.03,12757,United Kingdom,2.03,2010,4,2010-04,0,9
536884,21754,HOME BUILDING BLOCK WORD,12,2010-04-19 09:43:00.000000,5.9,12757,United Kingdom,70.80000000000001,2010,4,2010-04,0,9
536884,85099C,JUMBO BAG STRAWBERRY,2,2010-04-19 09:43:00.000000,1.82,12757,United Kingdom,3.64,2010,4,2010-04,0,9
536884,21777,RECIPE BOX WITH METAL HEART,1,2010-04-19 09:43:00.000000,8.64,12757,United Kingdom,8.64,2010,4,2010-04,0,9
537175,23084,RABBIT NIGHT LIGHT,1,2010-04-19 11:31:00.000000,1.82,12802,United Kingdom,1.82,2010,4,2010-04,0,11
537175,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-04-19 11:31:00.000000,3.96,12802,United Kingdom,3.96,2010,4,2010-04,0,11
537175,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-04-19 11:31:00.000000,2.65,12802,United Kingdom,2.65,2010,4,2010-04,0,11
538106,22752,SET 7 BABUSHKA NESTING BOXES,22,2010-04-19 14:47:00.000000,8.03,12396,United Kingdom,176.66,2010,4,2010-04,0,14
536973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-04-20 09:33:00.000000,2.75,12529,United Kingdom,33.0,2010,4,2010-04,1,9
536973,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-04-20 09:33:00.000000,4.91,12529,United Kingdom,19.64,2010,4,2010-04,1,9
536699,23167,SMALL CERAMIC TOP STORAGE JAR,22,2010-04-21 08:18:00.000000,0.89,12415,Germany,19.580000000000002,2010,4,2010-04,2,8
536699,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-04-21 08:18:00.000000,3.33,12415,Germany,6.66,2010,4,2010-04,2,8
536699,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2010-04-21 08:18:00.000000,0.52,12415,Germany,7.800000000000001,2010,4,2010-04,2,8
537233,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-04-21 17:06:00.000000,3.5,12757,United Kingdom,10.5,2010,4,2010-04,2,17
537233,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-04-21 17:06:00.000000,3.31,12757,United Kingdom,3.31,2010,4,2010-04,2,17
537233,22383,LUNCH BAG SUKI DESIGN,2,2010-04-21 17:06:00.000000,1.72,12757,United Kingdom,3.44,2010,4,2010-04,2,17
537233,21755,LOVE BUILDING BLOCK WORD,18,2010-04-21 17:06:00.000000,6.2,12757,United Kingdom,111.60000000000001,2010,4,2010-04,2,17
537639,22310,PANTRY MAGNETIC SHOPPING LIST,15,2010-04-22 10:20:00.000000,1.88,12353,France,28.2,2010,4,2010-04,3,10
537997,23166,MEDIUM CERAMIC TOP STORAGE JAR,13,2010-04-22 11:15:00.000000,1.22,12475,United Kingdom,15.86,2010,4,2010-04,3,11
537997,22728,ALARM CLOCK BAKELIKE PINK,13,2010-04-22 11:15:00.000000,3.62,12475,United Kingdom,47.06,2010,4,2010-04,3,11
537258,DOT,DOTCOM POSTAGE,18,2010-04-24 13:30:00.000000,16.3,12577,Sweden,293.40000000000003,2010,4,2010-04,5,13
537258,22386,JUMBO BAG PINK POLKADOT,1,2010-04-24 13:30:00.000000,2.07,12577,Sweden,2.07,2010,4,2010-04,5,13
537628,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-04-24 14:08:00.000000,2.55,12428,United Kingdom,40.8,2010,4,2010-04,5,14
537628,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-04-24 14:08:00.000000,3.75,12428,United Kingdom,3.75,2010,4,2010-04,5,14
537188,DOT,DOTCOM POSTAGE,1,2010-04-25 00:18:00.000000,15.09,12477,United Kingdom,15.09,2010,4,2010-04,6,0
537188,22622,BOX OF VINTAGE ALPHABET BLOCKS,5,2010-04-25 00:18:00.000000,4.75,12477,United Kingdom,23.75,2010,4,2010-04,6,0
537188,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-04-25 00:18:00.000000,1.53,12477,United Kingdom,1.53,2010,4,2010-04,6,0
537188,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-04-25 00:18:00.000000,3.55,12477,United Kingdom,3.55,2010,4,2010-04,6,0
537242,22728,ALARM CLOCK BAKELIKE PINK,1,2010-04-25 09:58:00.000000,3.74,12787,United Kingdom,3.74,2010,4,2010-04,6,9
537242,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-04-25 09:58:00.000000,2.51,12787,United Kingdom,10.04,2010,4,2010-04,6,9
537658,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-04-25 11:20:00.000000,4.66,12664,United Kingdom,13.98,2010,4,2010-04,6,11
537658,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,2010-04-25 11:20:00.000000,4.43,12664,United Kingdom,13.29,2010,4,2010-04,6,11
537974,22197,POPCORN HOLDER,6,2010-04-25 17:32:00.000000,0.92,12651,United Kingdom,5.5200000000000005,2010,4,2010-04,6,17
537049,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-04-26 08:46:00.000000,2.4,12831,Germany,4.8,2010,4,2010-04,0,8
537931,22383,LUNCH BAG SUKI DESIGN,2,2010-04-27 09:06:00.000000,1.67,12558,United Kingdom,3.34,2010,4,2010-04,1,9
537931,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-04-27 09:06:00.000000,3.89,12558,United Kingdom,3.89,2010,4,2010-04,1,9
537111,22728,ALARM CLOCK BAKELIKE PINK,1,2010-04-28 11:53:00.000000,3.83,12739,United Kingdom,3.83,2010,4,2010-04,2,11
537111,22748,POPPY'S PLAYHOUSE KITCHEN,2,2010-04-28 11:53:00.000000,1.96,12739,United Kingdom,3.92,2010,4,2010-04,2,11
537111,21755,LOVE BUILDING BLOCK WORD,4,2010-04-28 11:53:00.000000,5.99,12739,United Kingdom,23.96,2010,4,2010-04,2,11
537111,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-04-28 11:53:00.000000,4.42,12739,United Kingdom,4.42,2010,4,2010-04,2,11
537111,POST,POSTAGE,2,2010-04-28 11:53:00.000000,17.87,12739,United Kingdom,35.74,2010,4,2010-04,2,11
537111,22386,JUMBO BAG PINK POLKADOT,6,2010-04-28 11:53:00.000000,1.83,12739,United Kingdom,10.98,2010,4,2010-04,2,11
537111,22632,HAND WARMER RED POLKA DOT,3,2010-04-28 11:53:00.000000,1.93,12739,United Kingdom,5.79,2010,4,2010-04,2,11
537111,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2010-04-28 11:53:00.000000,4.85,12739,United Kingdom,19.4,2010,4,2010-04,2,11
537230,23300,GARDENERS KNEELING PAD CUP OF TEA,15,2010-04-28 11:54:00.000000,2.17,12623,United Kingdom,32.55,2010,4,2010-04,2,11
537230,22728,ALARM CLOCK BAKELIKE PINK,20,2010-04-28 11:54:00.000000,3.86,12623,United Kingdom,77.2,2010,4,2010-04,2,11
537230,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2010-04-28 11:54:00.000000,1.14,12623,United Kingdom,2.28,2010,4,2010-04,2,11
537157,21754,HOME BUILDING BLOCK WORD,1,2010-04-28 16:04:00.000000,6.13,12736,United Kingdom,6.13,2010,4,2010-04,2,16
537157,22469,HEART OF WICKER SMALL,1,2010-04-28 16:04:00.000000,1.49,12736,United Kingdom,1.49,2010,4,2010-04,2,16
537157,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,2010-04-28 16:04:00.000000,4.91,12736,United Kingdom,29.46,2010,4,2010-04,2,16
537157,48187,DOORMAT NEW ENGLAND,24,2010-04-28 16:04:00.000000,7.52,12736,United Kingdom,180.48,2010,4,2010-04,2,16
537157,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2010-04-28 16:04:00.000000,1.34,12736,United Kingdom,5.36,2010,4,2010-04,2,16
537157,22382,LUNCH BAG SPACEBOY DESIGN,5,2010-04-28 16:04:00.000000,1.71,12736,United Kingdom,8.55,2010,4,2010-04,2,16
536939,22198,SMALL HEART FLOWERS HOOK,3,2010-04-30 05:17:00.000000,0.8,12720,United Kingdom,2.4000000000000004,2010,4,2010-04,4,5
536939,22632,HAND WARMER RED POLKA DOT,7,2010-04-30 05:17:00.000000,2.02,12720,United Kingdom,14.14,2010,4,2010-04,4,5
537506,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-04-30 09:39:00.000000,4.03,12471,United Kingdom,4.03,2010,4,2010-04,4,9
537506,85099C,JUMBO BAG STRAWBERRY,1,2010-04-30 09:39:00.000000,1.81,12471,United Kingdom,1.81,2010,4,2010-04,4,9
537506,22382,LUNCH BAG SPACEBOY DESIGN,8,2010-04-30 09:39:00.000000,1.53,12471,United Kingdom,12.24,2010,4,2010-04,4,9
537506,22730,ALARM CLOCK BAKELIKE IVORY,3,2010-04-30 09:39:00.000000,3.96,12471,United Kingdom,11.879999999999999,2010,4,2010-04,4,9
536614,POST,POSTAGE,3,2010-05-01 08:55:00.000000,18.35,12480,EIRE,55.050000000000004,2010,5,2010-05,5,8
536614,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-05-01 08:55:00.000000,3.74,12480,EIRE,3.74,2010,5,2010-05,5,8
536614,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-05-01 08:55:00.000000,1.78,12480,EIRE,5.34,2010,5,2010-05,5,8
537260,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-05-01 11:02:00.000000,3.13,12371,United Kingdom,9.39,2010,5,2010-05,5,11
537260,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-05-01 11:02:00.000000,3.86,12371,United Kingdom,3.86,2010,5,2010-05,5,11
537260,20725,LUNCH BAG RED RETROSPOT,6,2010-05-01 11:02:00.000000,1.74,12371,United Kingdom,10.44,2010,5,2010-05,5,11
537260,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-05-01 11:02:00.000000,2.21,12371,United Kingdom,2.21,2010,5,2010-05,5,11
537260,23167,SMALL CERAMIC TOP STORAGE JAR,16,2010-05-01 11:02:00.000000,0.82,12371,United Kingdom,13.12,2010,5,2010-05,5,11
537260,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-05-01 11:02:00.000000,1.69,12371,United Kingdom,8.45,2010,5,2010-05,5,11
537260,22197,POPCORN HOLDER,8,2010-05-01 11:02:00.000000,0.79,12371,United Kingdom,6.32,2010,5,2010-05,5,11
537260,22384,LUNCH BAG PINK POLKADOT,3,2010-05-01 11:02:00.000000,1.78,12371,United Kingdom,5.34,2010,5,2010-05,5,11
537260,22632,HAND WARMER RED POLKA DOT,3,2010-05-01 11:02:00.000000,1.67,12371,United Kingdom,5.01,2010,5,2010-05,5,11
537260,23166,MEDIUM CERAMIC TOP STORAGE JAR,5,2010-05-01 11:02:00.000000,1.17,12371,United Kingdom,5.85,2010,5,2010-05,5,11
537260,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-05-01 11:02:00.000000,2.94,12371,United Kingdom,8.82,2010,5,2010-05,5,11
536749,22632,HAND WARMER RED POLKA DOT,1,2010-05-01 11:27:00.000000,1.74,12421,Japan,1.74,2010,5,2010-05,5,11
537629,22423,REGENCY CAKESTAND 3 TIER,1,2010-05-01 12:31:00.000000,13.57,12592,United Kingdom,13.57,2010,5,2010-05,5,12
536988,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-05-02 07:15:00.000000,2.53,12496,United Kingdom,43.01,2010,5,2010-05,6,7
536988,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-05-02 07:15:00.000000,5.37,12496,United Kingdom,5.37,2010,5,2010-05,6,7
536988,22386,JUMBO BAG PINK POLKADOT,9,2010-05-02 07:15:00.000000,2.02,12496,United Kingdom,18.18,2010,5,2010-05,6,7
537156,22384,LUNCH BAG PINK POLKADOT,1,2010-05-02 08:41:00.000000,1.52,12486,United Kingdom,1.52,2010,5,2010-05,6,8
537156,22745,POPPY'S PLAYHOUSE BEDROOM,4,2010-05-02 08:41:00.000000,1.93,12486,United Kingdom,7.72,2010,5,2010-05,6,8
537156,22386,JUMBO BAG PINK POLKADOT,6,2010-05-02 08:41:00.000000,1.79,12486,United Kingdom,10.74,2010,5,2010-05,6,8
537156,22382,LUNCH BAG SPACEBOY DESIGN,10,2010-05-02 08:41:00.000000,1.49,12486,United Kingdom,14.9,2010,5,2010-05,6,8
536879,22835,HOT WATER BOTTLE I AM SO POORLY,16,2010-05-03 07:19:00.000000,5.2,12503,United Kingdom,83.2,2010,5,2010-05,0,7
536879,23298,SPOTTY BUNTING,2,2010-05-03 07:19:00.000000,5.19,12503,United Kingdom,10.38,2010,5,2010-05,0,7
537122,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-05-03 07:39:00.000000,4.7,12551,United Kingdom,4.7,2010,5,2010-05,0,7
537122,22386,JUMBO BAG PINK POLKADOT,1,2010-05-03 07:39:00.000000,1.96,12551,United Kingdom,1.96,2010,5,2010-05,0,7
537122,22423,REGENCY CAKESTAND 3 TIER,5,2010-05-03 07:39:00.000000,13.88,12551,United Kingdom,69.4,2010,5,2010-05,0,7
537122,22197,POPCORN HOLDER,1,2010-05-03 07:39:00.000000,0.81,12551,United Kingdom,0.81,2010,5,2010-05,0,7
537122,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,4,2010-05-03 07:39:00.000000,4.22,12551,United Kingdom,16.88,2010,5,2010-05,0,7
536877,22423,REGENCY CAKESTAND 3 TIER,4,2010-05-03 16:17:00.000000,13.76,12658,United Kingdom,55.04,2010,5,2010-05,0,16
536877,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-05-03 16:17:00.000000,1.79,12658,United Kingdom,17.9,2010,5,2010-05,0,16
536855,22310,PANTRY MAGNETIC SHOPPING LIST,9,2010-05-03 17:00:00.000000,2.08,12819,United Kingdom,18.72,2010,5,2010-05,0,17
537508,22197,POPCORN HOLDER,1,2010-05-04 08:29:00.000000,0.79,12419,Spain,0.79,2010,5,2010-05,1,8
537508,21212,PACK OF 72 RETROSPOT CAKE CASES,36,2010-05-04 08:29:00.000000,0.5,12419,Spain,18.0,2010,5,2010-05,1,8
537508,22728,ALARM CLOCK BAKELIKE PINK,3,2010-05-04 08:29:00.000000,4.12,12419,Spain,12.36,2010,5,2010-05,1,8
537508,23084,RABBIT NIGHT LIGHT,2,2010-05-04 08:29:00.000000,1.71,12419,Spain,3.42,2010,5,2010-05,1,8
537508,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-05-04 08:29:00.000000,3.0,12419,Spain,42.0,2010,5,2010-05,1,8
537508,M,MANUAL,3,2010-05-04 08:29:00.000000,0.0,12419,Spain,0.0,2010,5,2010-05,1,8
537508,47566,PARTY BUNTING,3,2010-05-04 08:29:00.000000,5.43,12419,Spain,16.29,2010,5,2010-05,1,8
537508,22633,HAND WARMER UNION JACK,3,2010-05-04 08:29:00.000000,1.73,12419,Spain,5.1899999999999995,2010,5,2010-05,1,8
537508,22310,PANTRY MAGNETIC SHOPPING LIST,3,2010-05-04 08:29:00.000000,1.86,12419,Spain,5.58,2010,5,2010-05,1,8
537508,22469,HEART OF WICKER SMALL,11,2010-05-04 08:29:00.000000,1.7,12419,Spain,18.7,2010,5,2010-05,1,8
537508,22383,LUNCH BAG SUKI DESIGN,2,2010-05-04 08:29:00.000000,1.52,12419,Spain,3.04,2010,5,2010-05,1,8
536528,47566,PARTY BUNTING,3,2010-05-04 09:21:00.000000,5.35,12500,United Kingdom,16.049999999999997,2010,5,2010-05,1,9
536528,M,MANUAL,3,2010-05-04 09:21:00.000000,0.0,12500,United Kingdom,0.0,2010,5,2010-05,1,9
536528,22382,LUNCH BAG SPACEBOY DESIGN,1,2010-05-04 09:21:00.000000,1.7,12500,United Kingdom,1.7,2010,5,2010-05,1,9
536528,21755,LOVE BUILDING BLOCK WORD,23,2010-05-04 09:21:00.000000,6.07,12500,United Kingdom,139.61,2010,5,2010-05,1,9
536528,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-05-04 09:21:00.000000,2.82,12500,United Kingdom,14.1,2010,5,2010-05,1,9
